Example	Question	Formula	Worked	Answer	Dimension	Shape
triP_X.jpg	triP_1_0.jpg	triP_1_F.jpg	triP_1_W.jpg	12	Perimeter	Triangle
triP_X.jpg	triP_2_0.jpg	triP_2_F.jpg	triP_2_W.jpg	24	Perimeter	Triangle
triP_X.jpg	triP_3_0.jpg	triP_3_F.jpg	triP_3_W.jpg	30	Perimeter	Triangle
triP_X.jpg	triP_4_0.jpg	triP_4_F.jpg	triP_4_W.jpg	40	Perimeter	Triangle
triP_X.jpg	triP_5_0.jpg	triP_5_F.jpg	triP_5_W.jpg	20	Perimeter	Triangle
triP_X.jpg	triP_6_0.jpg	triP_6_F.jpg	triP_6_W.jpg	24	Perimeter	Triangle
triP_X.jpg	triP_7_0.jpg	triP_7_F.jpg	triP_7_W.jpg	17	Perimeter	Triangle
triP_X.jpg	triP_8_0.jpg	triP_8_F.jpg	triP_8_W.jpg	28	Perimeter	Triangle
